Geography,Gender,HasCrCard,IsActiveMember,EstimatedSalary,Exited
France,Male,YES,YES,103159.11,NO
France,Male,YES,YES,74858.3,NO
Spain,Female,NO,NO,91556.57,YES
Germany,Male,NO,NO,199203.21,NO
France,Male,YES,YES,27011.8,YES
Spain,Female,YES,NO,188637.05,NO
France,Male,YES,NO,61581.2,NO
Germany,Male,YES,NO,197529.23,NO
France,Male,YES,NO,182258.17,NO
Germany,Female,YES,NO,80778.5,NO
France,Male,YES,NO,155394.52,NO
Spain,Female,YES,NO,3408.7,NO
Spain,Female,YES,YES,19367.98,YES
Germany,Female,YES,NO,62282.99,YES
France,Male,YES,NO,65396.79,NO
Germany,Male,YES,YES,139712.81,NO
Spain,Male,YES,YES,60972.84,NO
France,Male,YES,NO,1375.46,NO
France,Female,NO,NO,22191.82,NO
Spain,Male,YES,NO,8973.67,YES
Germany,Female,YES,NO,118502.34,YES
Spain,Female,NO,YES,161802.82,YES
Germany,Female,NO,NO,90494.72,NO
Germany,Female,YES,NO,15470.91,NO
France,Male,NO,NO,65147.27,NO
France,Male,YES,YES,157886.6,NO
France,Male,YES,NO,85439.73,NO
Germany,Male,NO,NO,54038.62,NO
France,Male,NO,YES,25684.85,NO
France,Male,YES,YES,186116.54,NO
France,Female,YES,NO,166830.71,NO
France,Male,NO,YES,27886.06,NO
France,Female,YES,YES,5768.32,NO
Germany,Female,NO,NO,80575.44,YES
France,Female,YES,YES,68987.55,NO
Germany,Male,YES,YES,27097.82,NO
France,Male,YES,NO,199320.77,NO
Germany,Male,NO,NO,5566.6,NO
France,Female,NO,NO,133871.83,NO
France,Female,YES,YES,152843.53,NO
Spain,Female,YES,YES,41800.18,NO
Germany,Male,YES,YES,92053.75,NO
France,Female,YES,NO,100717.54,NO
Spain,Female,YES,YES,42935.15,NO
Spain,Male,YES,NO,149170.92,NO
France,Female,YES,NO,107499.39,NO
France,Female,YES,NO,153342.38,NO
Spain,Female,YES,NO,107825.08,YES
France,Male,YES,YES,47952.45,NO
Germany,Female,NO,NO,131007.18,NO
Germany,Male,NO,NO,33143.04,NO
France,Female,YES,NO,123304.62,NO
Spain,Male,YES,NO,141970.02,YES
France,Male,YES,NO,37136.15,NO
Spain,Male,YES,NO,199293.01,NO
France,Female,NO,YES,161388.22,NO
Spain,Female,YES,YES,70532.53,NO
France,Male,YES,NO,144290.25,NO
France,Female,YES,NO,96069.82,NO
Germany,Female,YES,NO,185662.84,NO
Germany,Female,NO,YES,17913.25,NO
France,Female,YES,NO,101039.53,YES
France,Male,NO,NO,156953.54,YES
France,Female,NO,NO,28276.83,NO
France,Female,YES,NO,84049.16,NO
Spain,Male,YES,YES,147822.44,NO
Germany,Female,YES,YES,9497.99,YES
Spain,Female,YES,NO,87067.73,NO
Spain,Female,YES,NO,23237.25,NO
Spain,Male,YES,YES,27239.28,NO
Germany,Male,YES,NO,151481.86,YES
Spain,Female,YES,YES,114669.79,NO
Spain,Male,NO,NO,116748.14,NO
Germany,Female,YES,NO,90877.76,NO
France,Male,YES,YES,133692.88,NO
Spain,Male,NO,YES,30662.91,NO
France,Male,YES,NO,191395.88,NO
France,Male,NO,YES,106648.58,NO
Spain,Female,YES,YES,50899.91,NO
France,Female,YES,YES,115452.51,YES
Germany,Male,YES,NO,64139.1,NO
France,Male,NO,YES,22030.72,NO
Spain,Male,YES,NO,38434.73,NO
Spain,Male,NO,YES,42774.84,YES
France,Male,YES,NO,158973.77,NO
Germany,Male,YES,YES,34551.35,YES
France,Female,YES,YES,101515.76,NO
Spain,Female,YES,NO,9561.73,NO
Spain,Male,YES,NO,168313.17,NO
France,Female,YES,YES,55100.09,NO
Germany,Male,YES,NO,31830.06,NO
Spain,Female,YES,YES,71519.4,NO
France,Male,NO,NO,32599.35,NO
Germany,Female,NO,YES,139946.68,YES
Spain,Male,YES,YES,110468.51,NO
Germany,Female,NO,NO,74042.0,NO
France,Female,YES,NO,151871.84,NO
Germany,Male,NO,YES,199693.84,YES
France,Female,YES,YES,58907.08,YES
France,Male,NO,NO,103799.77,YES
France,Female,YES,NO,93835.64,NO
Spain,Female,YES,NO,156425.57,YES
France,Female,YES,NO,123723.83,NO
France,Male,YES,NO,199464.08,NO
France,Male,YES,NO,83084.33,NO
Spain,Female,YES,NO,25488.43,YES
France,Female,YES,YES,9596.4,NO
Germany,Male,NO,NO,70370.24,NO
France,Male,NO,YES,86330.32,NO
Germany,Female,NO,NO,168507.68,YES
Spain,Female,YES,NO,111605.9,NO
Germany,Male,NO,YES,143317.42,NO
Germany,Male,YES,NO,27619.06,NO
Germany,Female,NO,NO,146573.66,YES
Germany,Male,YES,NO,69055.45,NO
Spain,Female,YES,YES,54453.72,NO
France,Female,YES,YES,33524.6,NO
Spain,Female,YES,YES,135083.73,NO
Germany,Male,YES,YES,137439.34,NO
France,Male,YES,YES,11205.5,NO
Germany,Female,YES,YES,60176.1,NO
Germany,Male,YES,YES,29552.7,NO
Germany,Female,YES,NO,188795.85,NO
France,Female,YES,YES,11638.17,NO
France,Female,YES,YES,93155.75,NO
Germany,Male,NO,YES,48986.18,NO
Spain,Female,NO,YES,116951.1,NO
Germany,Male,YES,NO,137041.26,NO
France,Male,NO,NO,44653.5,NO
France,Male,YES,YES,104035.41,YES
France,Female,YES,YES,110593.62,NO
France,Female,YES,NO,36099.7,NO
France,Male,NO,NO,12470.3,NO
Spain,Female,YES,NO,95403.41,NO
France,Female,YES,YES,151757.81,NO
France,Male,YES,YES,47536.46,NO
France,Female,YES,YES,101274.17,NO
France,Female,YES,YES,140268.45,NO
France,Male,YES,NO,11663.09,NO
France,Male,YES,NO,150784.29,NO
France,Female,YES,YES,119400.08,NO
France,Female,YES,NO,126188.42,NO
France,Male,YES,NO,89983.02,YES
France,Female,YES,NO,29761.29,NO
France,Female,NO,NO,27073.81,NO
Germany,Male,YES,YES,96399.67,YES
France,Male,NO,NO,45422.89,NO
Germany,Female,YES,NO,108699.59,YES
France,Male,YES,NO,38967.29,NO
France,Female,YES,NO,116466.19,NO
France,Female,YES,YES,17993.43,NO
Germany,Male,NO,NO,43250.54,NO
Spain,Female,YES,NO,125240.8,NO
France,Male,NO,YES,191415.94,NO
France,Male,NO,YES,90860.97,NO
France,Female,NO,YES,141872.52,NO
France,Female,YES,YES,49418.87,YES
France,Male,YES,NO,170426.65,YES
Germany,Male,NO,YES,51016.02,YES
Spain,Male,NO,YES,81175.25,NO
Germany,Male,YES,NO,99106.97,NO
Germany,Male,NO,YES,79134.78,NO
France,Female,NO,NO,163550.58,YES
France,Female,YES,YES,67769.94,NO
France,Male,YES,YES,126592.01,NO
France,Female,NO,YES,89602.81,NO
France,Male,NO,YES,179421.84,NO
France,Male,YES,YES,156906.15,NO
France,Male,NO,YES,168486.02,NO
France,Female,NO,YES,132730.07,YES
France,Male,NO,YES,39057.67,NO
Spain,Male,NO,NO,174606.35,NO
Spain,Male,YES,NO,79259.77,NO
France,Female,YES,YES,168515.61,NO
France,Male,YES,YES,161125.67,YES
France,Female,NO,YES,77878.62,NO
France,Female,YES,YES,80823.02,NO
France,Male,NO,YES,119348.28,NO
Spain,Male,YES,YES,178331.36,NO
Germany,Male,YES,NO,119174.88,YES
Germany,Male,YES,YES,82662.73,NO
Germany,Female,YES,NO,40441.1,NO
France,Female,YES,NO,109881.71,NO
Germany,Male,YES,YES,157937.35,NO
Spain,Female,YES,NO,38276.84,YES
France,Female,YES,YES,65222.48,NO
Germany,Female,NO,NO,2181.94,NO
France,Female,YES,NO,156249.06,NO
Germany,Male,YES,NO,45591.23,NO
France,Female,YES,YES,79458.12,NO
France,Female,NO,NO,103042.2,YES
Germany,Male,YES,NO,70209.83,NO
Germany,Male,YES,NO,176743.51,NO
France,Female,NO,NO,10703.53,YES
Spain,Male,NO,NO,151425.82,NO
France,Female,YES,YES,3894.34,NO
Germany,Female,YES,YES,28861.69,NO
France,Female,YES,NO,177703.15,NO
Spain,Female,YES,NO,136649.8,YES
Germany,Male,YES,YES,175894.24,NO
France,Male,YES,NO,76257.46,NO
Germany,Female,NO,NO,193668.49,NO
Spain,Female,YES,YES,125671.29,NO
France,Female,NO,YES,174098.28,YES
Germany,Female,NO,NO,187866.21,YES
Spain,Male,NO,YES,100862.36,NO
France,Female,YES,YES,10804.04,NO
France,Male,YES,YES,170893.85,NO
Spain,Male,NO,NO,22698.56,NO
Germany,Female,YES,NO,89822.48,NO
France,Female,NO,YES,175262.49,NO
France,Female,NO,YES,15705.27,NO
Spain,Male,NO,YES,170025.43,NO
Germany,Male,YES,YES,17242.79,NO
France,Female,YES,YES,79734.23,NO
France,Male,YES,NO,92712.97,NO
Germany,Female,YES,NO,99689.48,NO
Germany,Male,YES,NO,93336.3,YES
France,Male,YES,YES,175893.53,NO
Germany,Male,YES,NO,42840.18,YES
Germany,Male,YES,NO,140298.24,NO
Germany,Female,YES,YES,144000.59,YES
France,Female,YES,YES,113408.11,NO
France,Male,YES,NO,96420.58,NO
Germany,Male,NO,YES,125806.3,NO
Germany,Female,YES,NO,65720.92,NO
Spain,Female,YES,NO,31002.03,NO
Germany,Female,NO,YES,158248.71,YES
Spain,Male,YES,YES,94677.83,NO
Spain,Female,YES,YES,17257.72,NO
Germany,Male,NO,NO,101397.86,NO
France,Female,YES,NO,84870.23,NO
France,Male,YES,NO,183515.13,NO
France,Male,YES,NO,75969.19,NO
France,Male,YES,YES,146379.3,NO
Spain,Male,NO,YES,127154.8,NO
Spain,Male,YES,NO,2019.78,YES
France,Male,NO,YES,197885.72,NO
France,Male,YES,NO,138017.68,NO
Spain,Male,NO,NO,170984.97,YES
Germany,Male,YES,NO,55859.27,NO
Spain,Male,YES,NO,4459.5,NO
Spain,Male,NO,NO,102135.92,NO
France,Female,YES,NO,112771.95,NO
Spain,Male,YES,NO,32903.93,NO
France,Male,YES,YES,162260.93,NO
Spain,Female,NO,NO,87959.83,NO
Germany,Male,YES,NO,166476.95,YES
France,Male,YES,YES,25438.87,NO
Spain,Male,NO,YES,157230.06,YES
Spain,Male,NO,YES,197305.91,NO
France,Male,NO,NO,44435.76,NO
France,Male,NO,NO,181051.99,NO
Spain,Female,NO,YES,159069.37,NO
France,Female,YES,YES,155485.24,NO
Germany,Female,NO,NO,43852.05,NO
France,Male,YES,YES,140071.57,NO
France,Male,YES,YES,49089.36,NO
Spain,Male,NO,NO,55893.37,NO
France,Male,NO,YES,192660.55,NO
Germany,Female,YES,NO,137028.51,NO
France,Male,NO,NO,34430.16,NO
France,Male,YES,NO,108409.17,YES
Germany,Male,YES,NO,145325.32,NO
France,Female,NO,YES,81425.61,NO
Spain,Male,YES,NO,51553.43,NO
France,Male,NO,YES,52795.15,NO
Germany,Male,NO,YES,84270.09,NO
France,Male,YES,NO,145011.62,NO
Germany,Female,YES,NO,66245.44,YES
Germany,Female,NO,YES,36446.74,NO
France,Female,YES,NO,137136.29,NO
France,Male,NO,YES,117323.31,NO
Spain,Male,YES,YES,74157.71,NO
Germany,Male,YES,NO,104253.56,NO
France,Female,YES,NO,2748.72,NO
Germany,Male,YES,YES,195937.16,NO
France,Female,NO,YES,22101.86,NO
Germany,Male,NO,NO,126535.92,NO
France,Female,YES,YES,44692.63,YES
Spain,Female,YES,NO,112442.63,YES
France,Female,NO,YES,66331.01,NO
Germany,Female,YES,NO,16657.68,YES
France,Female,YES,NO,20081.3,NO
France,Female,YES,YES,93820.49,YES
France,Male,YES,NO,130795.52,NO
France,Female,YES,NO,160129.99,NO
France,Male,YES,YES,189969.91,NO
France,Female,NO,NO,9712.52,YES
France,Female,NO,NO,196062.01,NO
France,Male,YES,YES,125710.53,NO
France,Male,YES,NO,23054.51,YES
Germany,Male,YES,YES,170679.74,NO
Spain,Female,YES,YES,181258.76,NO
France,Female,YES,YES,22835.13,YES
Germany,Male,YES,NO,102397.22,YES
France,Male,YES,NO,115950.96,NO
Spain,Male,NO,YES,15876.52,NO
Germany,Female,YES,YES,117690.58,YES
Germany,Male,YES,YES,173792.77,NO
France,Female,YES,YES,80992.8,NO
Germany,Female,YES,NO,189398.18,YES
France,Male,YES,NO,56787.8,NO
Spain,Male,YES,NO,148309.98,NO
France,Female,YES,NO,179673.11,YES
France,Female,YES,YES,138470.21,NO
France,Female,YES,NO,163798.41,YES
Spain,Female,YES,YES,33693.78,NO
Spain,Female,YES,NO,48545.1,NO
Spain,Male,NO,YES,123427.98,NO
France,Male,YES,NO,174183.44,NO
France,Female,YES,YES,17938.0,NO
France,Male,YES,YES,90059.04,NO
France,Male,YES,YES,137694.23,NO
Spain,Female,YES,NO,65039.9,NO
Spain,Female,NO,YES,162858.29,NO
Spain,Female,YES,YES,35701.06,NO
Spain,Male,YES,YES,18826.06,NO
Spain,Female,YES,YES,130086.47,YES
Spain,Female,NO,YES,143360.56,NO
Spain,Male,YES,NO,159920.92,NO
Germany,Female,YES,YES,12099.67,NO
Spain,Male,YES,YES,53087.98,NO
Germany,Female,YES,YES,142839.82,NO
France,Female,YES,YES,178.19,NO
Spain,Male,YES,YES,105618.14,NO
Spain,Male,YES,YES,24734.25,NO
France,Female,NO,YES,82245.67,NO
Spain,Female,NO,YES,177695.67,NO
Germany,Male,NO,NO,107961.11,YES
Spain,Male,YES,NO,55207.41,NO
Spain,Female,NO,NO,182633.63,YES
France,Female,YES,YES,51587.04,NO
France,Female,YES,NO,115403.31,NO
Spain,Female,YES,NO,186392.99,YES
France,Female,NO,NO,44374.44,NO
France,Female,YES,YES,84033.35,NO
France,Male,YES,YES,82276.62,NO
Spain,Female,YES,NO,177528.92,NO
France,Male,YES,YES,56850.92,YES
Spain,Male,NO,NO,47972.65,NO
Spain,Male,YES,NO,104982.39,NO
Spain,Male,YES,YES,133535.29,NO
France,Female,YES,YES,25571.37,NO
France,Female,YES,NO,96075.55,NO
France,Male,YES,YES,81634.45,NO
Spain,Male,YES,YES,165008.97,NO
Germany,Female,YES,YES,138191.81,NO
France,Male,YES,YES,99136.49,NO
France,Male,NO,NO,63584.55,YES
France,Male,YES,NO,160532.88,NO
France,Male,NO,YES,162683.06,NO
Spain,Male,YES,NO,134878.19,NO
Spain,Male,YES,YES,134626.3,NO
Spain,Female,YES,NO,175480.93,NO
Germany,Male,YES,NO,174337.68,NO
France,Female,YES,NO,172524.51,NO
France,Male,NO,NO,25395.83,NO
France,Female,YES,YES,184856.89,NO
France,Male,YES,NO,182624.93,NO
France,Male,NO,NO,192505.62,NO
Spain,Female,YES,NO,112507.63,NO
France,Male,YES,NO,177295.92,NO
Spain,Male,NO,YES,12465.51,NO
Spain,Male,YES,NO,36122.96,NO
Germany,Female,YES,NO,37836.64,NO
France,Male,NO,YES,34747.43,NO
France,Male,YES,YES,131097.9,NO
France,Female,YES,YES,105280.55,NO
France,Male,NO,YES,149653.81,NO
France,Female,YES,YES,139390.99,NO
France,Female,YES,NO,132436.71,NO
France,Female,NO,YES,179705.13,YES
Spain,Female,YES,NO,15796.66,NO
France,Male,NO,NO,142754.71,NO
France,Male,YES,YES,2578.43,NO
France,Male,YES,YES,88992.05,NO
Spain,Male,NO,YES,32936.44,YES
Spain,Female,YES,NO,39122.58,NO
France,Male,YES,NO,191092.62,NO
Spain,Male,YES,NO,129149.06,NO
France,Male,YES,NO,13218.6,NO
France,Female,YES,YES,160589.18,NO
France,Male,YES,NO,179657.83,NO
Spain,Female,YES,NO,44335.54,YES
Spain,Male,YES,YES,29217.37,NO
France,Male,NO,YES,43651.49,NO
France,Male,YES,NO,159654.0,NO
France,Female,NO,NO,17992.94,NO
France,Female,YES,NO,141501.45,YES
France,Female,YES,YES,93825.78,NO
Germany,Female,YES,YES,41852.24,YES
Spain,Male,NO,NO,97629.31,YES
France,Male,YES,NO,37065.66,NO
Germany,Female,NO,NO,38614.69,NO
France,Female,YES,YES,87816.86,NO
France,Female,YES,NO,184866.86,NO
France,Female,NO,YES,160176.47,NO
France,Male,NO,YES,164357.1,NO
Germany,Male,YES,YES,17818.33,NO
France,Male,YES,NO,142680.64,YES
France,Female,YES,NO,85081.09,NO
Spain,Male,YES,YES,176450.19,NO
France,Female,YES,YES,121967.88,NO
Germany,Male,NO,YES,127187.04,NO
Germany,Male,NO,NO,108313.34,NO
France,Male,YES,YES,57205.55,NO
France,Male,NO,YES,157891.86,NO
France,Female,YES,NO,86927.53,NO
Spain,Female,YES,YES,107753.07,NO
Spain,Male,YES,NO,82158.14,NO
Spain,Female,YES,NO,29135.89,YES
Spain,Female,NO,YES,17095.49,NO
France,Female,YES,NO,100447.53,NO
France,Male,YES,NO,83470.4,YES
France,Female,YES,NO,121846.81,NO
Germany,Female,YES,YES,129107.59,NO
France,Female,YES,NO,54726.43,NO
France,Male,YES,YES,116141.72,NO
France,Male,YES,YES,124872.42,YES
Germany,Female,NO,NO,186438.86,YES
France,Male,YES,NO,134281.11,NO
Spain,Male,YES,NO,91044.47,NO
France,Male,YES,YES,74320.75,NO
France,Male,YES,NO,9704.66,NO
France,Female,NO,NO,128600.49,NO
Spain,Female,NO,NO,6468.24,NO
France,Male,NO,NO,57898.58,NO
Spain,Male,NO,NO,192120.66,NO
Spain,Female,YES,NO,164213.53,YES
Spain,Male,YES,NO,117547.76,NO
France,Male,YES,NO,26149.25,NO
Germany,Female,YES,NO,9181.66,NO
Germany,Male,YES,YES,166588.76,NO
Germany,Male,YES,NO,195053.58,YES
Spain,Male,YES,NO,85787.31,NO
Germany,Female,YES,NO,102428.51,NO
France,Male,YES,NO,71175.94,NO
France,Male,NO,YES,166440.32,NO
Germany,Female,YES,YES,148848.76,YES
Spain,Female,YES,NO,140286.69,NO
Germany,Male,YES,YES,104220.5,NO
Germany,Female,NO,NO,70778.63,YES
Spain,Male,YES,NO,65868.28,NO
France,Female,NO,NO,171482.56,NO
France,Male,YES,YES,143204.41,NO
France,Male,YES,YES,28427.84,NO
Spain,Male,YES,NO,78387.32,NO
France,Female,NO,YES,161076.92,NO
France,Female,YES,YES,54277.45,YES
France,Male,YES,YES,137180.95,NO
France,Male,NO,YES,21063.71,YES
France,Male,YES,YES,152210.81,NO
France,Male,NO,NO,88890.75,NO
France,Female,YES,YES,190534.76,NO
Spain,Male,YES,NO,83090.35,NO
Spain,Female,NO,YES,141426.78,NO
France,Male,YES,YES,51358.66,NO
France,Male,YES,NO,88703.04,YES
Spain,Female,YES,NO,116696.77,NO
France,Female,YES,YES,7156.09,NO
Spain,Male,YES,YES,49161.12,YES
France,Male,YES,NO,126743.33,YES
France,Female,YES,YES,65390.46,YES
Germany,Female,YES,YES,138835.91,NO
France,Male,YES,YES,36154.66,NO
Spain,Female,NO,YES,59755.14,NO
France,Male,YES,NO,125302.64,NO
France,Female,YES,NO,94274.72,YES
Spain,Female,YES,YES,102260.16,NO
France,Male,YES,YES,136028.97,NO
Spain,Female,YES,NO,110114.38,YES
France,Male,YES,YES,100442.22,YES
Germany,Male,NO,NO,193597.94,NO
Germany,Male,NO,NO,1871.25,NO
Germany,Male,YES,YES,42831.11,NO
Germany,Female,YES,NO,182156.86,NO
France,Female,NO,NO,151648.66,YES
Spain,Male,YES,YES,146738.83,NO
France,Male,YES,YES,12148.2,NO
Germany,Male,YES,YES,118029.09,NO
Germany,Male,YES,YES,50783.88,NO
France,Female,NO,NO,129891.66,NO
Germany,Female,YES,YES,9904.63,NO
France,Female,YES,YES,63213.31,NO
Germany,Male,NO,NO,137565.87,NO
Germany,Male,YES,NO,17185.95,YES
France,Male,NO,YES,143783.46,NO
Germany,Male,NO,NO,36823.28,NO
France,Male,NO,NO,154957.66,YES
France,Female,NO,NO,31892.82,NO
Spain,Male,YES,NO,191084.4,YES
France,Male,NO,NO,179718.17,NO
Spain,Male,YES,YES,159823.16,NO
France,Male,NO,YES,114110.97,NO
France,Female,YES,YES,60993.23,NO
France,Female,YES,YES,66408.01,YES
France,Female,YES,YES,136398.9,NO
Spain,Female,YES,YES,140709.25,NO
France,Male,NO,NO,8555.73,NO
Germany,Female,YES,NO,115022.94,NO
France,Male,NO,NO,187638.34,NO
Spain,Male,YES,YES,3829.13,NO
Spain,Male,NO,NO,119357.93,NO
Spain,Male,YES,YES,192175.52,NO
Germany,Male,YES,NO,128841.31,NO
Spain,Male,NO,NO,150422.35,NO
France,Male,YES,NO,188187.05,NO
France,Male,YES,NO,1775.52,NO
Spain,Female,YES,YES,85086.78,NO
France,Male,YES,YES,3797.79,NO
Germany,Male,YES,NO,150856.38,NO
France,Female,NO,YES,90537.47,NO
France,Male,YES,YES,166370.81,NO
France,Female,YES,NO,178994.13,YES
France,Male,YES,YES,195681.43,NO
France,Male,YES,YES,53277.15,NO
Germany,Male,YES,NO,172490.78,YES
Spain,Male,NO,NO,11819.84,NO
Spain,Female,YES,YES,82900.25,NO
Spain,Male,YES,YES,82709.8,NO
Spain,Male,YES,YES,180593.45,NO
Germany,Male,YES,NO,172363.41,NO
France,Female,YES,YES,91195.12,NO
Spain,Female,NO,YES,108987.25,YES
France,Male,YES,NO,44265.28,NO
Germany,Female,YES,NO,116613.26,NO
Spain,Male,YES,YES,148527.56,NO
Germany,Male,NO,YES,84239.46,NO
Germany,Female,YES,YES,62002.04,NO
Germany,Male,YES,NO,46044.48,YES
Spain,Female,NO,NO,169669.33,YES
France,Male,YES,YES,156346.84,NO
France,Male,YES,NO,157711.18,NO
France,Female,YES,YES,89087.4,NO
Germany,Male,YES,YES,8742.36,NO
Spain,Female,YES,NO,117038.96,NO
France,Female,YES,NO,164241.67,NO
France,Male,NO,YES,137720.56,YES
France,Male,YES,NO,106.67,NO
Spain,Female,NO,YES,1539.21,NO
France,Female,YES,YES,59659.53,NO
France,Female,YES,NO,173586.63,YES
France,Female,YES,NO,126033.9,NO
Germany,Female,YES,YES,62808.93,YES
France,Female,NO,YES,147007.33,NO
Germany,Male,YES,NO,196261.64,NO
Spain,Male,YES,NO,44560.17,YES
Spain,Female,YES,YES,18917.95,NO
Spain,Female,YES,YES,4525.4,NO
Germany,Female,NO,YES,93112.2,NO
Spain,Male,YES,YES,9658.41,NO
France,Male,YES,YES,182627.25,YES
France,Male,YES,YES,13177.4,NO
Germany,Female,YES,NO,43568.31,YES
France,Male,NO,YES,117830.57,NO
Germany,Female,YES,YES,117396.25,NO
Spain,Female,NO,YES,96929.24,YES
France,Male,YES,NO,36275.94,NO
Spain,Male,YES,NO,116706.0,NO
Germany,Male,YES,YES,168080.53,YES
Spain,Male,YES,NO,25887.89,YES
France,Male,YES,YES,122488.59,NO
France,Female,YES,NO,113171.61,YES
Spain,Female,NO,NO,100365.51,NO
France,Male,NO,YES,124151.37,NO
France,Female,YES,NO,112664.24,NO
Germany,Male,YES,YES,183494.87,NO
France,Female,YES,NO,198810.65,YES
Germany,Female,NO,YES,131259.6,YES
Germany,Female,NO,YES,116471.14,YES
France,Female,YES,YES,15336.4,NO
France,Male,YES,NO,99593.28,NO
France,Male,YES,NO,170514.21,NO
Germany,Female,YES,YES,34265.08,YES
France,Male,NO,NO,106977.53,YES
France,Male,NO,NO,164287.86,NO
Germany,Male,YES,YES,25292.53,NO
France,Female,YES,NO,51820.87,YES
France,Male,YES,YES,81452.29,NO
Germany,Male,YES,NO,1354.25,NO
Germany,Female,YES,YES,71379.92,YES
Germany,Female,YES,NO,154137.33,NO
France,Female,YES,YES,64308.49,YES
Germany,Female,YES,YES,31613.35,NO
Spain,Male,YES,NO,27738.01,NO
Germany,Male,NO,YES,163570.25,NO
Spain,Male,YES,YES,193878.51,NO
France,Female,NO,YES,147545.65,NO
France,Female,YES,NO,195906.59,NO
Spain,Male,NO,YES,178458.86,NO
Spain,Male,YES,NO,156125.72,NO
France,Female,YES,YES,11159.19,NO
Spain,Female,NO,NO,45738.94,NO
France,Male,NO,NO,140650.19,NO
France,Female,YES,NO,4733.94,NO
Spain,Male,NO,NO,10579.72,NO
Spain,Male,YES,YES,179655.87,NO
France,Male,YES,YES,77502.56,NO
Spain,Male,NO,NO,145759.93,NO
France,Male,YES,YES,56246.72,NO
Spain,Male,YES,NO,151335.24,NO
France,Male,NO,YES,179833.45,NO
Germany,Female,NO,NO,191627.85,NO
Spain,Male,NO,NO,173016.46,NO
Spain,Male,YES,YES,58469.75,NO
Germany,Male,NO,YES,28038.28,NO
Germany,Female,YES,NO,159576.75,YES
France,Male,NO,YES,151280.96,NO
France,Male,YES,NO,139953.94,NO
France,Female,YES,NO,105407.79,NO
France,Female,YES,NO,56865.62,NO
Germany,Male,YES,YES,198072.16,NO
Spain,Female,NO,NO,137791.18,NO
France,Female,YES,NO,103787.28,NO
France,Female,YES,NO,30912.89,NO
France,Female,YES,YES,78651.55,NO
Germany,Female,YES,YES,123309.57,YES
Spain,Female,YES,YES,174118.93,NO
Spain,Female,NO,YES,85736.26,NO
France,Female,NO,NO,121138.77,NO
France,Male,YES,NO,84199.78,NO
France,Male,NO,YES,181224.56,NO
Germany,Male,NO,NO,141230.07,NO
France,Male,NO,NO,158111.71,NO
Spain,Male,YES,YES,130639.01,NO
France,Female,YES,NO,17040.82,NO
France,Male,YES,NO,25662.27,NO
Spain,Male,YES,YES,193360.69,NO
France,Male,YES,YES,121485.1,NO
France,Male,YES,YES,162452.65,NO
France,Female,YES,YES,141137.53,NO
Spain,Female,NO,NO,185541.2,YES
Spain,Female,YES,NO,118383.18,NO
France,Male,YES,YES,8214.41,NO
Germany,Male,YES,NO,46521.45,YES
Spain,Male,NO,NO,10772.13,NO
Spain,Male,YES,NO,199290.68,YES
France,Male,YES,NO,85983.54,YES
Germany,Male,NO,NO,129870.93,NO
France,Female,NO,NO,63158.22,NO
Germany,Male,YES,NO,171070.52,NO
France,Female,YES,NO,53222.15,YES
Germany,Female,YES,YES,179834.45,YES
France,Male,YES,NO,114514.64,NO
Spain,Female,NO,YES,139162.15,NO
France,Female,NO,NO,50249.16,NO
Spain,Male,YES,YES,113469.65,NO
Germany,Male,YES,NO,147484.13,NO
Germany,Female,NO,NO,191448.96,YES
Spain,Female,YES,NO,119381.41,NO
Spain,Female,YES,YES,33277.31,NO
Spain,Male,NO,NO,73107.53,NO
Germany,Female,YES,YES,96590.39,YES
Spain,Male,NO,YES,6923.11,NO
Germany,Male,YES,NO,176403.33,YES
France,Female,YES,NO,64349.6,NO
Spain,Female,YES,NO,116097.26,NO
Spain,Male,YES,YES,29861.13,NO
Spain,Female,YES,NO,48426.98,NO
France,Female,YES,YES,32770.56,NO
France,Male,NO,YES,117060.2,NO
Spain,Female,YES,YES,136197.65,NO
France,Female,YES,NO,27438.83,NO
France,Male,NO,NO,192156.54,YES
Germany,Female,YES,NO,69409.37,YES
Germany,Male,YES,NO,58440.43,NO
France,Male,NO,NO,192519.39,NO
France,Male,YES,YES,144874.67,NO
France,Male,YES,YES,175373.46,NO
France,Male,YES,NO,440.2,NO
Spain,Female,NO,NO,76637.38,NO
France,Male,YES,NO,49480.66,NO
Spain,Male,NO,YES,10417.87,NO
Spain,Female,YES,YES,67976.57,NO
Spain,Male,NO,YES,140929.98,YES
Spain,Female,NO,YES,47139.06,NO
Spain,Female,NO,YES,126241.4,YES
France,Female,NO,YES,22614.19,NO
Germany,Female,YES,NO,48498.19,NO
Germany,Male,NO,YES,103511.26,NO
France,Male,YES,NO,122073.48,NO
France,Female,YES,NO,65535.56,NO
Spain,Male,NO,YES,160060.9,NO
France,Female,YES,NO,155879.57,YES
France,Male,NO,YES,194416.58,NO
Germany,Female,YES,YES,21630.21,NO
France,Female,YES,NO,157143.61,YES
France,Male,NO,YES,52796.31,NO
Spain,Male,YES,NO,121798.52,YES
France,Female,NO,NO,41104.82,NO
Spain,Male,YES,NO,10604.48,NO
Spain,Female,NO,NO,78563.66,NO
Spain,Male,YES,YES,170821.43,YES
France,Female,YES,YES,113266.09,NO
Germany,Male,YES,YES,171768.76,NO
Germany,Male,NO,NO,54416.18,NO
France,Female,YES,NO,130755.34,NO
