Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Spain,Female,23,70417.79,NO,YES,90896.04,NO
Spain,Male,38,111484.88,YES,YES,76076.2,NO
Spain,Male,38,146343.98,NO,YES,103902.11,NO
France,Male,72,160541.0,YES,YES,142223.94,NO
Germany,Male,27,130274.26,YES,NO,147533.09,NO
France,Female,21,98993.02,YES,YES,169156.64,NO
Spain,Male,36,0.0,YES,NO,141242.57,NO
Germany,Male,32,141827.33,YES,YES,149458.73,NO
France,Female,40,110054.45,YES,YES,86950.72,NO
France,Male,28,0.0,YES,YES,176925.69,NO
Spain,Male,28,0.0,YES,NO,40357.39,NO
Germany,Female,36,98088.09,NO,YES,26687.22,YES
France,Male,48,118317.27,NO,NO,78702.98,YES
Spain,Male,22,0.0,YES,NO,176163.74,NO
Germany,Male,54,99774.5,NO,NO,4896.11,YES
France,Female,32,0.0,NO,NO,114899.13,NO
France,Female,38,0.0,NO,NO,92220.12,YES
Spain,Female,27,133806.54,YES,NO,6251.3,NO
Spain,Male,44,0.0,YES,NO,43018.82,YES
France,Male,32,124993.29,YES,YES,27548.06,NO
Spain,Female,44,157622.58,YES,YES,120454.2,NO
Germany,Male,48,126111.61,NO,YES,133961.19,NO
France,Male,42,161651.37,YES,YES,131753.97,NO
France,Female,40,142856.95,NO,NO,38019.74,NO
Germany,Male,44,111100.98,YES,YES,28144.07,YES
Spain,Male,35,102918.38,YES,YES,45959.86,NO
France,Female,30,0.0,YES,NO,189528.72,NO
France,Male,47,0.0,YES,NO,170481.98,NO
France,Male,37,0.0,YES,NO,94845.45,NO
Spain,Male,22,125265.61,YES,YES,161253.08,NO
France,Male,37,82500.28,YES,YES,115260.72,NO
Germany,Female,64,175754.87,YES,YES,60721.4,NO
France,Female,47,109387.33,NO,NO,121365.45,NO
France,Male,37,100443.36,NO,YES,101693.73,NO
Spain,Female,54,83102.72,YES,YES,54132.93,NO
Spain,Male,28,0.0,YES,YES,10666.05,NO
France,Female,28,0.0,YES,NO,41227.67,NO
France,Female,40,0.0,YES,NO,10712.82,NO
France,Female,48,115290.27,NO,NO,98912.69,YES
France,Female,42,0.0,YES,NO,197202.48,NO
France,Female,40,140197.71,YES,NO,150720.39,NO
France,Female,28,105245.34,NO,YES,74780.13,NO
France,Male,50,0.0,NO,YES,79377.45,NO
France,Male,32,0.0,YES,YES,8763.87,NO
Germany,Male,35,142296.13,NO,YES,177112.7,NO
Spain,Female,56,99097.33,YES,YES,85016.64,YES
France,Male,28,171069.39,YES,YES,88689.4,NO
France,Female,39,0.0,NO,NO,95985.64,NO
France,Female,31,102523.88,YES,YES,166792.71,NO
France,Male,35,0.0,YES,YES,68730.91,NO
Germany,Male,44,143391.07,NO,NO,146891.07,YES
Germany,Female,44,106022.73,NO,NO,148727.42,NO
Spain,Female,36,0.0,YES,NO,43134.58,NO
Germany,Male,36,128960.21,YES,YES,40318.33,NO
France,Female,35,0.0,YES,NO,97633.93,NO
France,Female,48,0.0,YES,NO,65069.03,NO
France,Female,24,0.0,YES,NO,166335.0,NO
France,Female,25,126442.59,YES,NO,121904.44,NO
Spain,Male,51,0.0,YES,YES,175235.99,NO
France,Male,37,127261.35,YES,NO,56185.05,NO
Spain,Female,32,0.0,YES,NO,131625.14,NO
France,Female,33,0.0,YES,NO,152323.04,NO
France,Female,34,0.0,NO,NO,165840.94,NO
Germany,Male,30,73481.05,YES,YES,176692.65,NO
France,Male,34,160515.37,YES,NO,121904.14,NO
Germany,Female,61,149525.34,YES,NO,123663.63,NO
Germany,Male,43,166522.78,NO,NO,119644.59,YES
France,Male,29,135536.5,YES,NO,66825.33,NO
Germany,Female,43,120481.69,NO,NO,94875.03,YES
Spain,Male,28,103421.32,NO,YES,76304.73,NO
France,Male,33,135658.73,NO,YES,39755.0,NO
France,Female,36,0.0,YES,YES,180142.42,NO
France,Male,28,191402.82,YES,NO,83238.4,NO
Germany,Male,50,94504.35,NO,YES,5078.9,NO
Germany,Female,44,126147.84,NO,YES,132424.69,YES
France,Female,46,0.0,YES,YES,109057.56,NO
France,Male,33,0.0,YES,NO,115676.61,NO
France,Male,43,87624.03,YES,NO,149401.33,NO
France,Female,45,153697.53,NO,NO,89891.4,YES
France,Female,25,0.0,NO,NO,82500.84,NO
France,Male,39,0.0,YES,NO,6416.92,NO
Germany,Female,45,116585.97,YES,NO,189428.75,YES
Germany,Male,34,134464.58,YES,NO,178833.34,NO
Germany,Male,62,83008.31,YES,YES,42766.03,NO
Spain,Male,35,113635.16,YES,NO,90883.12,NO
Spain,Female,36,0.0,YES,NO,80619.09,NO
Germany,Male,41,122552.48,NO,YES,120646.4,NO
Spain,Male,31,118899.45,NO,NO,41409.36,NO
France,Female,29,99713.87,NO,NO,112317.89,NO
France,Female,36,0.0,NO,NO,152128.36,NO
France,Female,36,134208.22,NO,YES,177670.57,NO
Germany,Female,41,85906.65,YES,NO,189159.97,NO
Germany,Male,32,137714.25,NO,YES,159403.68,NO
Spain,Male,33,160777.9,YES,YES,149536.15,NO
France,Male,45,0.0,YES,YES,155492.87,NO
France,Male,21,0.0,NO,NO,24847.02,NO
France,Male,25,102585.88,YES,YES,115387.4,NO
Germany,Female,39,102556.18,YES,NO,171971.25,YES
Germany,Male,42,126772.57,NO,YES,126106.4,NO
Germany,Female,38,158373.23,YES,YES,28228.35,NO
France,Female,34,0.0,YES,NO,138113.71,NO
Germany,Male,42,141927.1,YES,YES,43018.98,NO
Spain,Male,47,109876.82,YES,NO,83611.45,YES
France,Female,34,0.0,YES,YES,118863.38,NO
Germany,Male,44,111369.79,YES,YES,91947.74,NO
Spain,Male,35,116969.35,NO,NO,94488.82,NO
Germany,Female,34,136729.51,NO,NO,47058.21,NO
Germany,Female,44,152086.15,NO,YES,44719.5,YES
Spain,Male,46,0.0,YES,NO,174478.54,NO
Spain,Male,28,127289.28,NO,NO,45611.51,NO
Germany,Male,45,119852.01,NO,NO,73853.94,YES
Spain,Male,38,0.0,YES,YES,196517.43,NO
Spain,Female,41,0.0,NO,YES,92914.67,NO
France,Male,35,0.0,YES,YES,31372.91,NO
France,Female,35,117183.74,YES,YES,109733.73,NO
France,Male,33,129907.63,NO,YES,36083.96,NO
Spain,Female,78,0.0,NO,YES,188435.38,NO
Germany,Female,36,145387.32,YES,YES,169963.2,YES
France,Male,35,124616.23,YES,YES,69320.97,NO
France,Male,31,0.0,YES,NO,36145.53,NO
Spain,Female,48,95808.19,NO,NO,137702.01,YES
France,Male,35,0.0,YES,NO,71594.26,NO
France,Female,42,0.0,NO,YES,65565.92,NO
Spain,Female,36,117152.3,NO,NO,101828.39,NO
France,Male,35,106250.72,NO,NO,39546.32,NO
Germany,Female,27,111837.78,YES,YES,110805.79,NO
France,Male,47,97023.21,YES,YES,2168.13,NO
France,Female,31,137687.72,YES,NO,190067.12,NO
Spain,Female,40,113348.5,YES,YES,77789.01,NO
Spain,Male,24,122109.78,YES,YES,127654.37,NO
France,Male,32,120452.4,NO,NO,79602.86,NO
France,Female,53,0.0,YES,YES,80619.17,NO
Spain,Male,34,65812.35,NO,YES,160346.3,NO
Spain,Female,40,54428.37,YES,NO,109638.78,YES
France,Female,75,0.0,YES,YES,1276.87,NO
France,Male,33,0.0,YES,NO,49374.82,NO
Germany,Female,48,143279.58,YES,NO,31580.8,YES
Germany,Male,32,103846.65,YES,NO,20560.69,NO
France,Male,37,125190.86,NO,YES,84584.69,NO
France,Female,33,0.0,NO,YES,15246.83,NO
France,Male,65,38340.02,YES,NO,32607.77,YES
Germany,Female,28,123802.98,YES,YES,155846.69,NO
France,Male,37,96651.03,YES,YES,3232.82,NO
France,Male,33,0.0,YES,NO,177668.55,NO
France,Male,39,0.0,NO,NO,134441.6,NO
France,Male,43,133237.21,YES,NO,111032.79,YES
France,Female,61,142105.35,YES,YES,45214.04,NO
France,Male,37,166115.42,YES,NO,67208.3,NO
France,Female,37,81070.34,YES,NO,80985.88,NO
France,Male,35,0.0,YES,YES,167573.06,NO
France,Female,53,123835.52,NO,YES,160110.65,NO
France,Male,51,123401.43,YES,YES,127825.25,NO
Germany,Male,49,169377.31,YES,YES,123535.05,NO
France,Male,38,130015.24,YES,YES,41595.3,NO
France,Male,32,0.0,NO,YES,97628.08,NO
France,Male,34,133936.04,YES,NO,91359.79,NO
France,Male,34,114543.27,YES,YES,97755.29,NO
France,Female,31,119794.67,NO,NO,182528.44,NO
France,Male,33,0.0,YES,YES,142956.48,NO
Spain,Male,44,0.0,YES,NO,10789.3,NO
France,Female,29,0.0,NO,YES,130461.09,NO
Germany,Female,32,157138.99,YES,NO,190994.48,YES
Spain,Male,45,0.0,YES,YES,159463.8,NO
Germany,Female,41,136733.24,YES,YES,57589.29,NO
Germany,Female,28,82498.14,NO,NO,40437.67,NO
Spain,Male,39,151914.93,NO,NO,56459.45,NO
France,Male,43,80090.93,YES,NO,39920.0,YES
Spain,Male,51,83739.32,NO,YES,148798.45,NO
France,Female,35,181166.44,YES,YES,63737.19,YES
France,Male,38,130588.82,YES,YES,154997.64,NO
France,Male,42,0.0,YES,NO,34777.23,NO
Germany,Male,33,94126.67,NO,NO,93718.16,NO
France,Male,32,0.0,YES,NO,133112.41,NO
France,Male,38,148045.68,YES,NO,175479.92,YES
France,Male,38,0.0,YES,NO,96.27,NO
Spain,Male,33,0.0,YES,NO,30804.68,NO
France,Female,44,168165.84,NO,YES,197193.49,NO
Germany,Female,26,72835.56,YES,NO,96792.15,NO
France,Male,41,0.0,YES,NO,132719.8,NO
Germany,Male,31,123212.08,YES,YES,112157.31,NO
Spain,Male,38,0.0,YES,YES,38015.34,NO
Spain,Female,39,0.0,YES,YES,164018.98,NO
France,Male,40,119501.88,YES,NO,46774.94,NO
Germany,Female,39,144550.83,YES,YES,189664.43,NO
Germany,Male,34,126729.41,YES,YES,26106.39,YES
Germany,Male,36,119984.07,YES,NO,191535.11,YES
France,Male,35,0.0,YES,NO,158937.55,NO
Spain,Female,56,0.0,YES,YES,25222.6,YES
Spain,Male,42,121490.05,YES,YES,29296.74,NO
Spain,Male,46,91897.8,YES,NO,54394.28,NO
Spain,Male,39,139443.75,YES,NO,9234.06,NO
Germany,Male,35,144961.97,NO,YES,26796.73,NO
Germany,Male,42,126041.02,NO,YES,11796.89,NO
Germany,Male,28,69459.05,YES,YES,128461.29,NO
France,Male,38,198338.77,YES,YES,14278.18,NO
France,Male,36,0.0,YES,NO,46811.77,NO
Germany,Male,35,109196.66,YES,NO,109393.19,YES
Spain,Female,38,134168.5,YES,NO,3966.5,YES
France,Male,34,0.0,YES,YES,63173.64,NO
France,Male,29,0.0,YES,NO,66367.33,NO
Spain,Female,36,0.0,YES,YES,16274.67,NO
France,Male,40,0.0,YES,YES,180553.48,NO
Germany,Male,65,120100.41,YES,NO,107563.16,YES
France,Female,62,0.0,YES,YES,100941.57,NO
Spain,Female,50,0.0,YES,NO,110230.4,NO
Spain,Male,22,0.0,NO,NO,142331.85,NO
Spain,Male,30,0.0,YES,NO,199099.51,NO
Spain,Male,67,0.0,YES,YES,85890.16,NO
France,Male,38,0.0,NO,NO,143938.27,NO
Spain,Female,31,0.0,NO,YES,131644.41,NO
Spain,Female,31,0.0,YES,NO,112395.98,NO
Germany,Male,38,135559.8,YES,YES,71856.3,NO
Germany,Female,25,150355.35,YES,YES,35770.84,NO
France,Female,37,0.0,YES,YES,124364.63,NO
France,Female,35,133489.12,YES,YES,78101.29,NO
Germany,Female,37,105489.31,NO,NO,143096.49,YES
Germany,Male,25,60205.2,YES,NO,14073.11,NO
France,Male,38,0.0,YES,NO,47388.41,NO
Spain,Male,19,0.0,NO,NO,72306.07,NO
Spain,Male,50,0.0,YES,NO,184839.7,YES
France,Male,40,0.0,YES,YES,47886.44,NO
France,Male,33,0.0,NO,YES,130474.03,NO
Spain,Male,35,0.0,NO,YES,73181.39,YES
France,Female,42,112333.63,YES,YES,65706.86,NO
Germany,Female,57,116936.81,YES,YES,104379.36,NO
Germany,Female,50,117721.02,NO,YES,192146.63,YES
France,Male,37,165896.22,YES,YES,66977.68,NO
Spain,Female,44,153656.85,YES,NO,158742.81,NO
France,Female,50,94164.0,YES,YES,189414.74,NO
Spain,Male,39,0.0,YES,NO,159130.32,NO
France,Male,49,191808.73,NO,NO,97640.2,NO
France,Male,58,152199.33,YES,YES,86022.09,NO
Germany,Female,52,125396.24,YES,NO,10014.72,YES
Germany,Male,41,104405.54,YES,NO,17384.21,NO
France,Female,27,133801.49,YES,YES,143315.57,NO
Spain,Female,40,0.0,YES,NO,31669.18,NO
France,Female,28,0.0,NO,NO,12761.16,NO
Germany,Male,42,100047.33,YES,NO,93429.95,NO
France,Female,31,109848.6,YES,YES,42012.55,NO
France,Female,32,127849.38,YES,NO,15798.7,NO
Spain,Female,46,0.0,YES,YES,56408.14,NO
France,Female,29,95947.76,YES,NO,4696.44,NO
Spain,Male,26,0.0,YES,YES,25042.1,NO
France,Male,43,137638.69,YES,NO,130442.08,YES
France,Male,38,0.0,YES,YES,136521.82,NO
Spain,Male,41,0.0,YES,YES,199108.88,NO
France,Male,31,0.0,NO,NO,124596.63,NO
France,Female,44,0.0,NO,NO,134394.78,NO
France,Male,38,89416.99,NO,NO,144275.39,NO
Spain,Male,42,0.0,YES,YES,123410.23,NO
Spain,Female,45,0.0,YES,NO,143298.06,NO
France,Female,60,143262.04,YES,YES,129562.74,NO
Spain,Female,35,119656.45,YES,YES,4595.05,NO
France,Male,29,132954.64,YES,YES,146715.07,NO
Germany,Female,44,105206.7,YES,YES,163558.36,NO
Spain,Male,28,0.0,NO,NO,6947.09,NO
Spain,Female,37,83061.26,YES,NO,9170.54,NO
France,Male,40,147650.68,YES,YES,199674.83,NO
France,Male,44,73348.56,YES,NO,157166.79,YES
France,Male,28,0.0,YES,NO,46072.52,NO
France,Female,38,0.0,NO,NO,3524.69,NO
Spain,Female,27,116320.68,NO,YES,45563.94,NO
France,Male,33,0.0,NO,YES,59103.13,NO
France,Female,29,0.0,YES,YES,189558.44,NO
France,Female,38,0.0,NO,NO,45779.9,NO
France,Male,61,66250.71,YES,YES,21859.06,NO
Germany,Female,24,95675.62,NO,NO,162699.7,YES
Germany,Male,42,92616.64,YES,NO,8567.18,NO
Spain,Female,41,0.0,YES,NO,132943.88,NO
Spain,Female,36,0.0,YES,YES,12916.32,YES
Spain,Female,37,100565.94,YES,YES,128799.86,NO
Spain,Female,42,190305.78,YES,NO,99347.8,YES
Germany,Female,35,118536.4,YES,NO,40980.87,YES
France,Male,19,127649.64,YES,YES,40368.65,NO
France,Male,35,165358.77,NO,YES,94738.54,NO
Spain,Male,29,0.0,YES,YES,88842.8,NO
Germany,Female,36,78249.53,YES,NO,136934.91,NO
Germany,Female,61,125193.96,YES,YES,109356.53,NO
France,Female,29,0.0,NO,NO,199635.93,NO
Germany,Female,41,154007.21,YES,NO,158408.23,NO
Spain,Female,43,133214.88,YES,YES,95936.84,NO
Spain,Male,63,146202.93,YES,YES,126688.83,YES
France,Female,27,0.0,YES,NO,150850.29,NO
France,Male,30,90963.49,NO,YES,27802.0,NO
Spain,Male,41,0.0,YES,NO,32430.94,YES
France,Female,52,0.0,YES,NO,137332.37,YES
Spain,Male,68,114386.85,YES,YES,28601.68,NO
France,Female,26,0.0,YES,NO,108411.66,NO
France,Female,40,0.0,NO,YES,122518.5,NO
France,Female,38,0.0,YES,NO,9015.07,NO
Spain,Male,71,137260.78,NO,YES,94433.08,YES
France,Male,33,111060.05,YES,NO,110371.84,NO
Spain,Male,60,124447.73,YES,YES,141364.62,YES
France,Female,34,0.0,YES,YES,16245.25,NO
France,Male,42,0.0,NO,YES,108348.94,YES
Germany,Male,33,135310.41,NO,YES,171668.2,NO
France,Male,32,0.0,YES,NO,67364.42,NO
France,Female,73,0.0,NO,YES,107867.38,NO
France,Male,29,0.0,YES,NO,194310.1,NO
Spain,Male,34,139393.19,NO,NO,33950.08,NO
Spain,Male,28,0.0,NO,NO,197588.32,NO
France,Female,26,104258.8,YES,YES,428.23,NO
France,Female,26,0.0,NO,YES,34948.77,NO
Germany,Male,32,113447.01,YES,NO,82084.3,NO
France,Male,33,0.0,YES,NO,64804.59,NO
Germany,Female,33,111063.73,YES,NO,83556.65,NO
Germany,Female,30,161378.02,NO,NO,71926.28,YES
Spain,Female,39,82766.43,YES,YES,122925.44,NO
Spain,Male,29,0.0,YES,NO,13133.88,NO
France,Female,61,104267.7,YES,NO,62845.64,YES
France,Female,25,91718.8,NO,NO,28411.23,NO
Spain,Female,47,63488.7,NO,YES,28640.92,YES
Spain,Female,46,12459.19,NO,NO,156787.34,YES
Germany,Female,37,159863.9,NO,YES,125307.87,NO
Germany,Male,23,104592.55,YES,NO,131736.23,NO
Spain,Female,50,132088.59,YES,YES,128262.14,NO
Spain,Female,39,0.0,YES,NO,91366.42,NO
Spain,Male,44,120654.68,YES,NO,82290.81,NO
France,Female,30,0.0,YES,NO,66190.21,NO
France,Female,32,83772.95,NO,YES,23920.65,NO
France,Female,31,172325.67,NO,YES,45438.38,NO
France,Male,46,117685.31,YES,YES,93360.35,NO
France,Male,41,0.0,NO,YES,14496.67,NO
France,Male,39,0.0,NO,NO,168521.72,NO
Spain,Female,64,0.0,YES,YES,103318.44,NO
France,Male,35,135871.5,YES,YES,87219.41,NO
France,Male,41,0.0,YES,YES,197490.39,YES
Germany,Female,49,128504.76,YES,NO,126812.63,YES
France,Male,36,0.0,YES,NO,94283.09,NO
France,Female,42,56228.25,YES,NO,46857.52,NO
Germany,Female,45,98792.4,YES,NO,81491.7,YES
Germany,Male,40,181768.32,YES,YES,129107.97,NO
Spain,Female,48,101198.01,YES,YES,49732.9,NO
France,Male,25,0.0,NO,YES,88728.47,NO
France,Female,60,0.0,YES,YES,86981.45,NO
France,Female,39,0.0,YES,NO,3740.93,NO
France,Male,34,139064.06,NO,NO,67949.32,NO
France,Female,35,104508.1,YES,YES,147636.46,NO
Germany,Male,35,113948.58,YES,NO,188891.96,YES
France,Male,47,0.0,NO,YES,25482.62,NO
France,Female,39,0.0,YES,YES,18391.93,NO
France,Male,31,0.0,NO,YES,140168.36,NO
Germany,Male,37,117524.72,NO,YES,161064.29,NO
France,Female,37,160389.82,NO,YES,183542.08,NO
France,Female,37,0.0,YES,NO,194238.92,NO
France,Male,27,125547.53,NO,NO,7900.46,NO
Spain,Male,46,92783.68,YES,YES,51424.29,NO
Germany,Male,49,97036.22,YES,NO,152450.84,YES
France,Male,34,0.0,NO,NO,55816.2,NO
France,Female,26,0.0,YES,YES,32909.13,NO
Spain,Male,40,102145.13,YES,YES,100637.07,NO
France,Female,33,113452.66,NO,NO,142911.99,NO
Spain,Female,46,155681.72,YES,NO,26287.21,NO
Germany,Male,38,127475.24,NO,NO,60775.76,YES
France,Male,41,0.0,YES,YES,146257.77,NO
France,Male,43,112751.13,YES,YES,28332.0,NO
France,Female,29,0.0,YES,YES,100919.19,NO
France,Male,45,144889.18,YES,YES,102591.9,YES
Spain,Male,40,0.0,YES,YES,25554.4,NO
France,Female,22,150126.44,YES,NO,152107.93,YES
France,Male,54,69712.74,YES,YES,69381.05,NO
Spain,Female,44,0.0,NO,YES,101728.46,NO
France,Male,31,0.0,NO,NO,89040.61,NO
Germany,Female,35,117438.92,YES,YES,16910.98,NO
France,Male,38,119315.75,YES,NO,150468.35,NO
France,Female,30,89571.59,YES,YES,177613.19,NO
Germany,Female,34,102251.57,YES,NO,120672.09,NO
France,Male,42,118546.71,NO,YES,77142.85,NO
France,Male,61,0.0,NO,YES,127804.66,YES
Spain,Male,38,103257.14,NO,NO,158344.63,NO
Spain,Female,43,124209.02,YES,YES,167179.48,NO
Spain,Male,32,0.0,YES,YES,15404.64,NO
Spain,Female,41,150302.84,YES,YES,156036.19,NO
Spain,Male,34,108653.93,NO,YES,144725.14,NO
France,Female,45,85325.93,NO,NO,22558.74,NO
France,Female,29,0.0,NO,NO,147342.03,NO
Germany,Male,37,135776.36,YES,NO,85470.45,YES
France,Male,40,131411.24,YES,YES,194656.11,NO
Spain,Female,36,0.0,YES,YES,48505.1,NO
Spain,Female,41,0.0,NO,NO,101491.23,NO
Germany,Female,45,106431.97,YES,YES,164117.69,NO
France,Male,50,90305.76,YES,YES,124626.57,NO
Germany,Male,28,117466.03,YES,YES,34490.06,NO
France,Male,32,148884.47,YES,YES,90967.37,NO
Germany,Female,44,91115.76,NO,NO,24208.84,YES
Germany,Female,37,77373.87,NO,YES,174873.09,NO
Spain,Male,23,104744.89,YES,NO,170262.97,NO
France,Female,31,0.0,YES,YES,112289.06,NO
Germany,Male,39,91538.51,YES,YES,93783.0,NO
France,Female,32,0.0,YES,YES,150026.79,NO
France,Female,34,185734.75,YES,YES,102036.82,NO
France,Male,30,143396.54,YES,YES,898.51,NO
France,Male,40,125909.85,YES,YES,95124.4,NO
France,Female,45,0.0,NO,NO,11514.39,NO
France,Male,36,154525.7,NO,YES,27468.72,NO
France,Female,29,0.0,YES,NO,37092.43,NO
France,Male,51,100654.8,YES,NO,171587.9,NO
Spain,Male,44,83325.77,NO,YES,80828.78,NO
France,Male,35,110934.54,YES,NO,169287.99,NO
Spain,Female,36,113680.54,NO,NO,13197.44,NO
Germany,Male,31,117020.08,YES,NO,54439.53,NO
France,Female,49,145359.99,YES,NO,38186.85,NO
Germany,Female,39,151391.68,YES,NO,27274.6,YES
Spain,Male,66,123935.35,YES,YES,65758.19,NO
France,Female,36,0.0,YES,NO,97767.63,NO
Spain,Male,40,70291.02,YES,YES,115468.84,YES
Germany,Female,42,166031.45,YES,NO,98293.14,NO
Germany,Male,36,96643.32,NO,NO,182059.28,NO
Spain,Female,33,0.0,NO,YES,128538.05,NO
France,Male,71,0.0,YES,YES,108841.83,NO
France,Male,29,0.0,YES,YES,18581.84,NO
France,Male,48,0.0,NO,YES,146821.42,NO
France,Male,40,0.0,NO,NO,100727.68,NO
Germany,Male,26,97268.1,YES,NO,39356.38,NO
France,Female,42,0.0,NO,NO,169921.11,YES
Germany,Female,55,76296.81,YES,NO,42364.75,YES
Spain,Male,27,0.0,YES,NO,28823.04,NO
Germany,Female,42,64497.94,NO,YES,182436.81,YES
France,Male,38,0.0,YES,NO,115700.2,NO
Spain,Female,32,0.0,YES,NO,16725.53,NO
France,Male,57,0.0,YES,YES,56875.76,NO
France,Male,39,0.0,YES,NO,56214.09,NO
Spain,Female,45,0.0,YES,YES,193412.05,NO
France,Male,37,0.0,NO,NO,83263.04,NO
Spain,Male,54,134249.7,NO,YES,13404.4,NO
France,Female,45,0.0,YES,YES,184474.15,YES
France,Male,30,105443.68,YES,YES,121124.53,NO
Spain,Female,50,0.0,NO,YES,152567.75,YES
France,Male,35,0.0,YES,NO,10722.54,NO
Spain,Male,38,0.0,NO,NO,58010.98,NO
Germany,Female,35,86147.46,YES,NO,163440.8,YES
Spain,Female,38,96939.06,YES,YES,102606.92,NO
Spain,Male,47,106758.6,YES,YES,80591.18,NO
France,Female,33,112528.65,YES,NO,177362.45,NO
France,Male,60,116563.58,YES,NO,120257.7,YES
France,Male,32,0.0,YES,YES,180622.02,NO
Spain,Female,42,0.0,NO,NO,130404.53,NO
Spain,Female,38,141786.78,NO,YES,147797.54,NO
France,Male,41,136416.82,NO,YES,57844.26,NO
France,Male,30,0.0,YES,NO,162523.66,NO
Germany,Female,40,133245.52,YES,YES,54495.82,NO
Germany,Female,41,90757.64,NO,YES,169183.66,NO
France,Male,43,92350.36,NO,YES,80262.91,NO
Germany,Male,69,78778.49,NO,YES,8751.59,NO
Germany,Female,34,102143.93,YES,YES,102628.98,NO
France,Male,29,0.0,YES,YES,94823.95,NO
Germany,Male,37,98459.6,NO,NO,90821.66,NO
Germany,Female,47,114603.76,YES,NO,153194.32,YES
Spain,Male,35,0.0,YES,NO,87310.59,NO
Germany,Female,51,148074.79,YES,NO,146411.41,YES
Spain,Male,36,0.0,YES,YES,74048.1,YES
Spain,Female,62,108004.64,YES,YES,23386.77,YES
Germany,Female,29,107712.57,YES,YES,92898.17,NO
Spain,Male,35,0.0,YES,YES,45956.05,NO
Spain,Female,37,0.0,YES,NO,71738.56,NO
France,Male,32,145303.52,YES,NO,103560.98,NO
Germany,Male,37,138476.41,YES,YES,52367.29,NO
France,Female,27,127471.56,YES,YES,152916.05,YES
France,Male,26,156551.63,NO,YES,4410.77,NO
Germany,Female,49,97092.87,YES,NO,74771.22,YES
France,Male,32,0.0,YES,NO,193817.63,YES
Spain,Male,37,129312.79,YES,YES,26793.82,NO
Germany,Female,29,100315.1,YES,YES,32526.64,NO
France,Female,35,81684.97,YES,NO,824.0,NO
Spain,Male,51,88827.53,NO,NO,85250.77,YES
Germany,Male,40,152092.44,YES,YES,83508.93,NO
Spain,Male,71,0.0,YES,YES,173599.38,NO
France,Female,49,0.0,YES,NO,79342.31,YES
Spain,Female,38,102406.76,NO,YES,57600.66,NO
France,Male,21,109130.96,YES,YES,56191.99,NO
France,Male,29,0.0,YES,YES,6770.44,NO
Germany,Male,33,75242.28,NO,YES,101694.67,NO
Spain,Male,29,0.0,YES,NO,69113.14,NO
France,Female,45,0.0,NO,NO,172674.36,YES
Germany,Male,33,129142.54,YES,YES,26606.28,NO
France,Male,51,0.0,NO,NO,53353.36,NO
Germany,Female,22,139129.92,YES,YES,63747.51,NO
Spain,Male,33,0.0,NO,YES,190112.05,NO
Spain,Male,22,66483.32,NO,YES,110317.39,NO
Germany,Male,40,62389.03,YES,NO,148623.43,YES
France,Female,34,0.0,YES,YES,125253.46,NO
France,Male,46,91857.66,YES,NO,101954.78,YES
Spain,Male,31,0.0,YES,NO,168462.26,NO
France,Female,56,0.0,YES,NO,26215.85,YES
France,Female,30,176173.52,YES,NO,97045.32,YES
Spain,Male,38,0.0,NO,YES,53534.8,NO
France,Female,37,131834.76,YES,NO,8949.2,NO
France,Male,48,92347.96,YES,YES,163116.75,NO
France,Male,40,0.0,YES,YES,140745.91,NO
France,Male,40,95297.11,NO,NO,171515.84,NO
France,Female,32,0.0,NO,NO,150803.44,NO
France,Male,39,0.0,YES,NO,76884.05,NO
France,Female,53,123845.36,NO,YES,170454.93,YES
Germany,Male,62,143426.34,YES,YES,143104.3,NO
France,Male,46,0.0,YES,YES,55701.62,NO
Germany,Male,31,112708.2,NO,YES,186370.3,NO
France,Male,43,100013.51,YES,NO,24275.32,NO
France,Female,33,208165.53,NO,NO,50774.81,YES
Spain,Male,21,0.0,NO,YES,154279.87,NO
France,Female,40,0.0,YES,NO,68462.59,YES
France,Male,19,0.0,YES,YES,91036.74,NO
France,Female,33,121685.31,YES,YES,83681.97,NO
France,Male,39,111525.02,YES,NO,199484.96,NO
France,Male,26,0.0,NO,NO,152491.22,NO
Germany,Male,36,113546.3,YES,YES,134875.37,NO
France,Male,41,95696.52,YES,YES,184366.14,NO
France,Male,28,88963.31,YES,YES,189839.93,NO
Spain,Male,31,144880.34,NO,YES,175643.44,NO
France,Male,55,136576.02,NO,YES,3268.17,YES
France,Female,38,63093.01,YES,YES,47089.72,NO
Germany,Male,38,132271.12,YES,YES,46562.02,NO
France,Female,29,88814.4,YES,YES,62487.97,NO
Germany,Male,40,90594.55,NO,YES,181598.25,NO
Germany,Female,33,141816.25,YES,NO,64815.05,YES
France,Female,54,138547.97,YES,YES,70196.23,YES
France,Female,31,52192.08,NO,YES,160383.47,NO
France,Male,38,124976.19,YES,NO,35848.12,NO
France,Female,34,0.0,YES,NO,87278.48,NO
Germany,Male,35,104356.38,YES,NO,94498.82,NO
Spain,Female,48,150315.92,NO,YES,133486.36,NO
France,Male,39,129299.28,YES,NO,73107.6,NO
Germany,Male,37,140950.92,YES,NO,195333.98,NO
Spain,Male,30,128065.12,YES,NO,121525.48,NO
France,Male,23,107433.48,YES,NO,173843.21,NO
